[08:00] Machine= M01, Status=RUNNING, Temp= 35, Pressure= 60-> Temperature Alarm
[2026-06-05 20:08:50] Machine= M05, Status=STOPPED, Temp= 26, Pressure= 67-> Machine Stopped
[2026-06-05 20:08:50] Machine= M02, Status=RUNNING, Temp= 49, Pressure= 49-> CRITICAL Temperature Alarm
[2026-06-05 20:08:50] Machine= M05, Status=RUNNING, Temp= 21, Pressure= 44-> Low Pressure
[2026-06-05 20:08:50] Machine= M06, Status=RUNNING, Temp= 28, Pressure= 90-> Ok
[2026-06-05 20:08:50] Machine= M05, Status=RUNNING, Temp= 29, Pressure= 70-> Ok
[2026-06-05 20:08:50] Machine= M04, Status=STOPPED, Temp= 39, Pressure= 84-> Machine Stopped
[2026-06-05 20:09:16] Machine= M05, Status=RUNNING, Temp= 40, Pressure= 61-> CRITICAL Temperature Alarm
[2026-06-05 20:09:16] Machine= M02, Status=RUNNING, Temp= 35, Pressure= 48-> Temperature Alarm
[2026-06-05 20:09:16] Machine= M04, Status=STOPPED, Temp= 29, Pressure= 78-> Machine Stopped
[2026-06-05 20:09:16] Machine= M05, Status=RUNNING, Temp= 34, Pressure= 90-> Temperature Alarm
[2026-06-05 20:09:16] Machine= M06, Status=RUNNING, Temp= 38, Pressure= 90-> Temperature Alarm
[2026-06-05 20:09:16] Machine= M04, Status=RUNNING, Temp= 33, Pressure= 49-> Temperature Alarm
[2026-06-05 20:09:16] Machine= M05, Status=RUNNING, Temp= 48, Pressure= 51-> CRITICAL Temperature Alarm
[2026-06-05 20:09:16] Machine= M03, Status=RUNNING, Temp= 41, Pressure= 54-> CRITICAL Temperature Alarm
[2026-06-05 20:09:16] Machine= M03, Status=RUNNING, Temp= 28, Pressure= 60-> Ok
[2026-06-05 20:09:16] Machine= M03, Status=STOPPED, Temp= 32, Pressure= 50-> Machine Stopped
[2026-06-05 20:09:16] Machine= M01, Status=STOPPED, Temp= 26, Pressure= 41-> Machine Stopped
[2026-06-05 20:09:16] Machine= M01, Status=STOPPED, Temp= 37, Pressure= 59-> Machine Stopped
[2026-06-05 20:09:16] Machine= M03, Status=STOPPED, Temp= 46, Pressure= 64-> Machine Stopped
[2026-06-05 20:09:16] Machine= M04, Status=STOPPED, Temp= 46, Pressure= 76-> Machine Stopped
[2026-06-05 20:09:16] Machine= M06, Status=RUNNING, Temp= 21, Pressure= 87-> Ok
[2026-06-05 20:09:16] Machine= M01, Status=RUNNING, Temp= 45, Pressure= 56-> CRITICAL Temperature Alarm
[2026-06-05 20:09:16] Machine= M06, Status=STOPPED, Temp= 35, Pressure= 87-> Machine Stopped
[2026-06-05 20:09:16] Machine= M03, Status=STOPPED, Temp= 35, Pressure= 81-> Machine Stopped
[2026-06-05 20:09:16] Machine= M06, Status=STOPPED, Temp= 30, Pressure= 86-> Machine Stopped
[2026-06-05 20:09:16] Machine= M03, Status=RUNNING, Temp= 35, Pressure= 85-> Temperature Alarm
[2026-06-05 20:12:50] Machine= M06, Status=STOPPED, Temp= 30, Pressure= 88-> Machine Stopped
[2026-06-05 20:12:50] Machine= M02, Status=RUNNING, Temp= 40, Pressure= 59-> CRITICAL Temperature Alarm
[2026-06-05 20:12:50] Machine= M01, Status=STOPPED, Temp= 46, Pressure= 56-> Machine Stopped
[2026-06-05 20:12:50] Machine= M02, Status=RUNNING, Temp= 36, Pressure= 75-> Temperature Alarm
[2026-06-05 20:12:50] Machine= M01, Status=RUNNING, Temp= 31, Pressure= 69-> Temperature Alarm
[2026-06-05 20:12:50] Machine= M02, Status=RUNNING, Temp= 38, Pressure= 70-> Temperature Alarm
[2026-06-05 20:12:50] Machine= M06, Status=STOPPED, Temp= 29, Pressure= 61-> Machine Stopped
[2026-06-05 20:12:50] Machine= M06, Status=RUNNING, Temp= 35, Pressure= 90-> Temperature Alarm
[2026-06-05 20:12:50] Machine= M03, Status=STOPPED, Temp= 21, Pressure= 81-> Machine Stopped
[2026-06-05 20:12:50] Machine= M01, Status=STOPPED, Temp= 46, Pressure= 47-> Machine Stopped
[2026-06-05 20:12:50] Machine= M03, Status=RUNNING, Temp= 44, Pressure= 71-> CRITICAL Temperature Alarm
[2026-06-05 20:12:50] Machine= M01, Status=RUNNING, Temp= 42, Pressure= 57-> CRITICAL Temperature Alarm
[2026-06-05 20:12:50] Machine= M04, Status=STOPPED, Temp= 22, Pressure= 68-> Machine Stopped
[2026-06-05 20:12:50] Machine= M01, Status=STOPPED, Temp= 34, Pressure= 42-> Machine Stopped
[2026-06-05 20:12:50] Machine= M04, Status=RUNNING, Temp= 32, Pressure= 66-> Temperature Alarm
[2026-06-05 20:12:50] Machine= M05, Status=STOPPED, Temp= 43, Pressure= 69-> Machine Stopped
[2026-06-05 20:12:50] Machine= M03, Status=RUNNING, Temp= 43, Pressure= 88-> CRITICAL Temperature Alarm
[2026-06-05 20:12:50] Machine= M05, Status=STOPPED, Temp= 33, Pressure= 41-> Machine Stopped
[2026-06-05 20:12:50] Machine= M06, Status=STOPPED, Temp= 31, Pressure= 61-> Machine Stopped
[2026-06-05 20:12:50] Machine= M04, Status=STOPPED, Temp= 27, Pressure= 72-> Machine Stopped
[2026-06-05 20:14:28] Machine= M02, Status=RUNNING, Temp= 21, Pressure= 42-> Low Pressure
[2026-06-05 20:14:28] Machine= M04, Status=RUNNING, Temp= 24, Pressure= 59-> Ok
[2026-06-05 20:14:28] Machine= M02, Status=STOPPED, Temp= 42, Pressure= 60-> Machine Stopped
[2026-06-05 20:14:28] Machine= M04, Status=RUNNING, Temp= 22, Pressure= 88-> Ok
[2026-06-05 20:14:28] Machine= M03, Status=RUNNING, Temp= 30, Pressure= 72-> Ok
[2026-06-05 20:14:28] Machine= M05, Status=STOPPED, Temp= 26, Pressure= 53-> Machine Stopped
[2026-06-05 20:14:28] Machine= M02, Status=STOPPED, Temp= 33, Pressure= 78-> Machine Stopped
[2026-06-05 20:14:28] Machine= M01, Status=STOPPED, Temp= 43, Pressure= 77-> Machine Stopped
[2026-06-05 20:14:28] Machine= M05, Status=RUNNING, Temp= 20, Pressure= 57-> Ok
[2026-06-05 20:14:28] Machine= M01, Status=RUNNING, Temp= 46, Pressure= 69-> CRITICAL Temperature Alarm
[2026-06-05 20:14:28] Machine= M03, Status=STOPPED, Temp= 36, Pressure= 86-> Machine Stopped
[2026-06-05 20:14:28] Machine= M01, Status=STOPPED, Temp= 35, Pressure= 68-> Machine Stopped
[2026-06-05 20:14:28] Machine= M05, Status=STOPPED, Temp= 39, Pressure= 83-> Machine Stopped
[2026-06-05 20:14:28] Machine= M01, Status=STOPPED, Temp= 33, Pressure= 66-> Machine Stopped
[2026-06-05 20:14:28] Machine= M06, Status=RUNNING, Temp= 26, Pressure= 50-> Ok
[2026-06-05 20:14:28] Machine= M02, Status=STOPPED, Temp= 46, Pressure= 45-> Machine Stopped
[2026-06-05 20:14:28] Machine= M04, Status=RUNNING, Temp= 49, Pressure= 87-> CRITICAL Temperature Alarm
[2026-06-05 20:14:28] Machine= M04, Status=STOPPED, Temp= 41, Pressure= 67-> Machine Stopped
[2026-06-05 20:14:28] Machine= M04, Status=RUNNING, Temp= 39, Pressure= 65-> Temperature Alarm
[2026-06-05 20:14:28] Machine= M02, Status=RUNNING, Temp= 42, Pressure= 85-> CRITICAL Temperature Alarm
[2026-06-05 20:15:16] Machine= M02, Status=RUNNING, Temp= 50, Pressure= 46-> CRITICAL Temperature Alarm
[2026-06-05 20:15:16] Machine= M06, Status=RUNNING, Temp= 46, Pressure= 71-> CRITICAL Temperature Alarm
[2026-06-05 20:15:16] Machine= M02, Status=STOPPED, Temp= 27, Pressure= 79-> Machine Stopped
[2026-06-05 20:15:16] Machine= M01, Status=RUNNING, Temp= 50, Pressure= 82-> CRITICAL Temperature Alarm
[2026-06-05 20:15:16] Machine= M02, Status=STOPPED, Temp= 34, Pressure= 87-> Machine Stopped
[2026-06-05 20:15:16] Machine= M01, Status=RUNNING, Temp= 21, Pressure= 45-> Low Pressure
[2026-06-05 20:15:16] Machine= M02, Status=STOPPED, Temp= 38, Pressure= 44-> Machine Stopped
[2026-06-05 20:15:16] Machine= M04, Status=STOPPED, Temp= 47, Pressure= 44-> Machine Stopped
[2026-06-05 20:15:16] Machine= M03, Status=STOPPED, Temp= 48, Pressure= 83-> Machine Stopped
[2026-06-05 20:15:16] Machine= M03, Status=RUNNING, Temp= 39, Pressure= 65-> Temperature Alarm
[2026-06-05 20:15:16] Machine= M02, Status=STOPPED, Temp= 40, Pressure= 62-> Machine Stopped
[2026-06-05 20:15:16] Machine= M06, Status=STOPPED, Temp= 36, Pressure= 49-> Machine Stopped
[2026-06-05 20:15:16] Machine= M02, Status=STOPPED, Temp= 21, Pressure= 69-> Machine Stopped
[2026-06-05 20:15:16] Machine= M04, Status=RUNNING, Temp= 41, Pressure= 71-> CRITICAL Temperature Alarm
[2026-06-05 20:15:16] Machine= M01, Status=STOPPED, Temp= 24, Pressure= 53-> Machine Stopped
[2026-06-05 20:15:16] Machine= M04, Status=STOPPED, Temp= 35, Pressure= 85-> Machine Stopped
[2026-06-05 20:15:16] Machine= M03, Status=RUNNING, Temp= 37, Pressure= 67-> Temperature Alarm
[2026-06-05 20:15:16] Machine= M04, Status=STOPPED, Temp= 32, Pressure= 71-> Machine Stopped
[2026-06-05 20:15:16] Machine= M05, Status=STOPPED, Temp= 39, Pressure= 65-> Machine Stopped
[2026-06-05 20:15:16] Machine= M04, Status=STOPPED, Temp= 40, Pressure= 67-> Machine Stopped
[2026-06-05 20:20:42] Machine= M06, Status=RUNNING, Temp= 45, Pressure= 82-> CRITICAL Temperature Alarm
[2026-06-05 20:20:42] Machine= M05, Status=STOPPED, Temp= 47, Pressure= 86-> Machine Stopped
[2026-06-05 20:20:42] Machine= M02, Status=STOPPED, Temp= 40, Pressure= 43-> Machine Stopped
[2026-06-05 20:20:42] Machine= M06, Status=STOPPED, Temp= 47, Pressure= 75-> Machine Stopped
[2026-06-05 20:20:42] Machine= M06, Status=STOPPED, Temp= 21, Pressure= 59-> Machine Stopped
[2026-06-05 20:20:42] Machine= M04, Status=RUNNING, Temp= 26, Pressure= 71-> Ok
[2026-06-05 20:20:42] Machine= M01, Status=RUNNING, Temp= 25, Pressure= 55-> Ok
[2026-06-05 20:20:42] Machine= M03, Status=STOPPED, Temp= 22, Pressure= 44-> Machine Stopped
[2026-06-05 20:20:42] Machine= M01, Status=STOPPED, Temp= 23, Pressure= 61-> Machine Stopped
[2026-06-05 20:20:42] Machine= M05, Status=RUNNING, Temp= 42, Pressure= 46-> CRITICAL Temperature Alarm
[2026-06-05 20:20:42] Machine= M01, Status=RUNNING, Temp= 32, Pressure= 70-> Temperature Alarm
[2026-06-05 20:20:42] Machine= M02, Status=STOPPED, Temp= 45, Pressure= 49-> Machine Stopped
[2026-06-05 20:20:42] Machine= M02, Status=STOPPED, Temp= 34, Pressure= 50-> Machine Stopped
[2026-06-05 20:20:42] Machine= M03, Status=RUNNING, Temp= 48, Pressure= 71-> CRITICAL Temperature Alarm
[2026-06-05 20:20:42] Machine= M06, Status=STOPPED, Temp= 39, Pressure= 62-> Machine Stopped
[2026-06-05 20:20:42] Machine= M02, Status=STOPPED, Temp= 26, Pressure= 89-> Machine Stopped
[2026-06-05 20:20:42] Machine= M05, Status=STOPPED, Temp= 41, Pressure= 89-> Machine Stopped
[2026-06-05 20:20:42] Machine= M02, Status=RUNNING, Temp= 23, Pressure= 63-> Ok
[2026-06-05 20:20:42] Machine= M04, Status=RUNNING, Temp= 47, Pressure= 73-> CRITICAL Temperature Alarm
[2026-06-05 20:20:42] Machine= M04, Status=STOPPED, Temp= 44, Pressure= 70-> Machine Stopped
[2026-06-05 20:23:25] Machine= M04, Status=STOPPED, Temp= 46, Pressure= 73-> Machine Stopped
[2026-06-05 20:23:25] Machine= M06, Status=STOPPED, Temp= 37, Pressure= 57-> Machine Stopped
[2026-06-05 20:23:25] Machine= M02, Status=RUNNING, Temp= 26, Pressure= 50-> Ok
[2026-06-05 20:23:25] Machine= M02, Status=RUNNING, Temp= 37, Pressure= 72-> Temperature Alarm
[2026-06-05 20:23:25] Machine= M01, Status=STOPPED, Temp= 26, Pressure= 47-> Machine Stopped
[2026-06-05 20:23:25] Machine= M06, Status=RUNNING, Temp= 43, Pressure= 83-> CRITICAL Temperature Alarm
[2026-06-05 20:23:25] Machine= M03, Status=STOPPED, Temp= 48, Pressure= 73-> Machine Stopped
[2026-06-05 20:23:25] Machine= M04, Status=RUNNING, Temp= 30, Pressure= 53-> Ok
[2026-06-05 20:23:25] Machine= M06, Status=STOPPED, Temp= 21, Pressure= 84-> Machine Stopped
[2026-06-05 20:23:25] Machine= M05, Status=STOPPED, Temp= 24, Pressure= 64-> Machine Stopped
[2026-06-05 20:23:25] Machine= M04, Status=RUNNING, Temp= 37, Pressure= 79-> Temperature Alarm
[2026-06-05 20:23:25] Machine= M03, Status=STOPPED, Temp= 41, Pressure= 44-> Machine Stopped
[2026-06-05 20:23:25] Machine= M01, Status=STOPPED, Temp= 48, Pressure= 45-> Machine Stopped
[2026-06-05 20:23:25] Machine= M04, Status=STOPPED, Temp= 20, Pressure= 45-> Machine Stopped
[2026-06-05 20:23:25] Machine= M01, Status=RUNNING, Temp= 31, Pressure= 47-> Temperature Alarm
[2026-06-05 20:23:25] Machine= M03, Status=STOPPED, Temp= 21, Pressure= 64-> Machine Stopped
[2026-06-05 20:23:25] Machine= M02, Status=STOPPED, Temp= 41, Pressure= 49-> Machine Stopped
[2026-06-05 20:23:25] Machine= M01, Status=STOPPED, Temp= 37, Pressure= 61-> Machine Stopped
[2026-06-05 20:23:25] Machine= M02, Status=RUNNING, Temp= 34, Pressure= 60-> Temperature Alarm
[2026-06-05 20:23:25] Machine= M03, Status=STOPPED, Temp= 20, Pressure= 59-> Machine Stopped
[2026-06-05 20:29:05] Machine= M01, Status=RUNNING, Temp= 50, Pressure= 81-> CRITICAL Temperature Alarm
[2026-06-05 20:29:05] Machine= M03, Status=STOPPED, Temp= 31, Pressure= 75-> Machine Stopped
[2026-06-05 20:29:05] Machine= M05, Status=RUNNING, Temp= 49, Pressure= 81-> CRITICAL Temperature Alarm
[2026-06-05 20:29:05] Machine= M02, Status=STOPPED, Temp= 29, Pressure= 86-> Machine Stopped
[2026-06-05 20:29:05] Machine= M01, Status=STOPPED, Temp= 31, Pressure= 90-> Machine Stopped
[2026-06-05 20:29:05] Machine= M03, Status=RUNNING, Temp= 23, Pressure= 78-> Ok
[2026-06-05 20:29:05] Machine= M06, Status=RUNNING, Temp= 20, Pressure= 83-> Ok
[2026-06-05 20:29:05] Machine= M04, Status=STOPPED, Temp= 39, Pressure= 48-> Machine Stopped
[2026-06-05 20:29:05] Machine= M01, Status=STOPPED, Temp= 42, Pressure= 47-> Machine Stopped
[2026-06-05 20:29:05] Machine= M04, Status=RUNNING, Temp= 21, Pressure= 52-> Ok
[2026-06-05 20:29:05] Machine= M01, Status=RUNNING, Temp= 41, Pressure= 41-> CRITICAL Temperature Alarm
[2026-06-05 20:29:05] Machine= M05, Status=STOPPED, Temp= 47, Pressure= 43-> Machine Stopped
[2026-06-05 20:29:05] Machine= M04, Status=STOPPED, Temp= 33, Pressure= 68-> Machine Stopped
[2026-06-05 20:29:05] Machine= M01, Status=STOPPED, Temp= 47, Pressure= 90-> Machine Stopped
[2026-06-05 20:29:05] Machine= M04, Status=RUNNING, Temp= 28, Pressure= 70-> Ok
[2026-06-05 20:29:05] Machine= M02, Status=RUNNING, Temp= 50, Pressure= 76-> CRITICAL Temperature Alarm
[2026-06-05 20:29:05] Machine= M01, Status=RUNNING, Temp= 41, Pressure= 88-> CRITICAL Temperature Alarm
[2026-06-05 20:29:05] Machine= M06, Status=STOPPED, Temp= 30, Pressure= 42-> Machine Stopped
[2026-06-05 20:29:05] Machine= M05, Status=RUNNING, Temp= 36, Pressure= 83-> Temperature Alarm
[2026-06-05 20:29:05] Machine= M03, Status=RUNNING, Temp= 40, Pressure= 78-> CRITICAL Temperature Alarm
[2026-06-05 20:31:04] Machine= M01, Status=STOPPED, Temp= 29, Pressure= 77-> Machine Stopped
[2026-06-05 20:31:04] Machine= M01, Status=STOPPED, Temp= 23, Pressure= 86-> Machine Stopped
[2026-06-05 20:31:04] Machine= M03, Status=RUNNING, Temp= 50, Pressure= 47-> CRITICAL Temperature Alarm
[2026-06-05 20:31:04] Machine= M03, Status=RUNNING, Temp= 31, Pressure= 54-> Temperature Alarm
[2026-06-05 20:31:04] Machine= M01, Status=RUNNING, Temp= 43, Pressure= 69-> CRITICAL Temperature Alarm
[2026-06-05 20:31:04] Machine= M06, Status=STOPPED, Temp= 25, Pressure= 68-> Machine Stopped
[2026-06-05 20:31:04] Machine= M04, Status=STOPPED, Temp= 47, Pressure= 88-> Machine Stopped
[2026-06-05 20:31:04] Machine= M05, Status=RUNNING, Temp= 45, Pressure= 61-> CRITICAL Temperature Alarm
[2026-06-05 20:31:04] Machine= M02, Status=RUNNING, Temp= 26, Pressure= 78-> Ok
[2026-06-05 20:31:04] Machine= M06, Status=RUNNING, Temp= 32, Pressure= 82-> Temperature Alarm
[2026-06-05 20:31:04] Machine= M06, Status=STOPPED, Temp= 20, Pressure= 48-> Machine Stopped
[2026-06-05 20:31:04] Machine= M03, Status=STOPPED, Temp= 36, Pressure= 52-> Machine Stopped
[2026-06-05 20:31:04] Machine= M01, Status=STOPPED, Temp= 43, Pressure= 41-> Machine Stopped
[2026-06-05 20:31:04] Machine= M01, Status=STOPPED, Temp= 48, Pressure= 41-> Machine Stopped
[2026-06-05 20:31:04] Machine= M06, Status=RUNNING, Temp= 40, Pressure= 81-> CRITICAL Temperature Alarm
[2026-06-05 20:31:04] Machine= M04, Status=STOPPED, Temp= 26, Pressure= 57-> Machine Stopped
[2026-06-05 20:31:04] Machine= M03, Status=RUNNING, Temp= 31, Pressure= 53-> Temperature Alarm
[2026-06-05 20:31:04] Machine= M04, Status=STOPPED, Temp= 29, Pressure= 71-> Machine Stopped
[2026-06-05 20:31:04] Machine= M02, Status=RUNNING, Temp= 27, Pressure= 58-> Ok
[2026-06-05 20:31:04] Machine= M04, Status=STOPPED, Temp= 23, Pressure= 88-> Machine Stopped
[2026-06-05 20:42:21] Machine= M04, Status=RUNNING, Temp= 49, Pressure= 74-> CRITICAL Temperature Alarm
[2026-06-05 20:42:21] Machine= M06, Status=RUNNING, Temp= 33, Pressure= 48-> Temperature Alarm
[2026-06-05 20:42:21] Machine= M01, Status=RUNNING, Temp= 27, Pressure= 44-> Low Pressure
[2026-06-05 20:42:21] Machine= M06, Status=STOPPED, Temp= 30, Pressure= 42-> Machine Stopped
[2026-06-05 20:42:21] Machine= M06, Status=STOPPED, Temp= 48, Pressure= 89-> Machine Stopped
[2026-06-05 20:42:21] Machine= M05, Status=RUNNING, Temp= 43, Pressure= 56-> CRITICAL Temperature Alarm
[2026-06-05 20:42:21] Machine= M02, Status=STOPPED, Temp= 21, Pressure= 44-> Machine Stopped
[2026-06-05 20:42:21] Machine= M06, Status=STOPPED, Temp= 45, Pressure= 53-> Machine Stopped
[2026-06-05 20:42:21] Machine= M01, Status=STOPPED, Temp= 41, Pressure= 60-> Machine Stopped
[2026-06-05 20:42:21] Machine= M01, Status=RUNNING, Temp= 23, Pressure= 46-> Low Pressure
[2026-06-05 20:42:21] Machine= M06, Status=RUNNING, Temp= 23, Pressure= 72-> Ok
[2026-06-05 20:42:21] Machine= M01, Status=STOPPED, Temp= 39, Pressure= 59-> Machine Stopped
[2026-06-05 20:42:21] Machine= M04, Status=RUNNING, Temp= 22, Pressure= 81-> Ok
[2026-06-05 20:42:21] Machine= M02, Status=STOPPED, Temp= 30, Pressure= 61-> Machine Stopped
[2026-06-05 20:42:21] Machine= M05, Status=RUNNING, Temp= 46, Pressure= 50-> CRITICAL Temperature Alarm
[2026-06-05 20:42:21] Machine= M02, Status=STOPPED, Temp= 29, Pressure= 82-> Machine Stopped
[2026-06-05 20:42:21] Machine= M02, Status=STOPPED, Temp= 41, Pressure= 41-> Machine Stopped
[2026-06-05 20:42:21] Machine= M06, Status=STOPPED, Temp= 32, Pressure= 72-> Machine Stopped
[2026-06-05 20:42:21] Machine= M05, Status=RUNNING, Temp= 43, Pressure= 41-> CRITICAL Temperature Alarm
[2026-06-05 20:42:21] Machine= M02, Status=RUNNING, Temp= 20, Pressure= 78-> Ok
[2026-06-05 20:42:45] Machine= M04, Status=RUNNING, Temp= 38, Pressure= 67-> Temperature Alarm
[2026-06-05 20:42:45] Machine= M04, Status=STOPPED, Temp= 24, Pressure= 70-> Machine Stopped
[2026-06-05 20:42:45] Machine= M05, Status=RUNNING, Temp= 28, Pressure= 44-> Low Pressure
[2026-06-05 20:42:45] Machine= M06, Status=RUNNING, Temp= 34, Pressure= 82-> Temperature Alarm
[2026-06-05 20:42:45] Machine= M04, Status=RUNNING, Temp= 35, Pressure= 66-> Temperature Alarm
[2026-06-05 20:42:45] Machine= M06, Status=STOPPED, Temp= 32, Pressure= 73-> Machine Stopped
[2026-06-05 20:42:45] Machine= M06, Status=STOPPED, Temp= 46, Pressure= 83-> Machine Stopped
[2026-06-05 20:42:45] Machine= M01, Status=STOPPED, Temp= 32, Pressure= 68-> Machine Stopped
[2026-06-05 20:42:45] Machine= M03, Status=RUNNING, Temp= 23, Pressure= 49-> Low Pressure
[2026-06-05 20:42:45] Machine= M05, Status=RUNNING, Temp= 33, Pressure= 59-> Temperature Alarm
[2026-06-05 20:42:45] Machine= M04, Status=STOPPED, Temp= 34, Pressure= 79-> Machine Stopped
[2026-06-05 20:42:45] Machine= M06, Status=STOPPED, Temp= 25, Pressure= 40-> Machine Stopped
[2026-06-05 20:42:45] Machine= M05, Status=RUNNING, Temp= 40, Pressure= 66-> CRITICAL Temperature Alarm
[2026-06-05 20:42:45] Machine= M02, Status=STOPPED, Temp= 48, Pressure= 76-> Machine Stopped
[2026-06-05 20:42:45] Machine= M05, Status=STOPPED, Temp= 36, Pressure= 50-> Machine Stopped
[2026-06-05 20:42:45] Machine= M01, Status=RUNNING, Temp= 39, Pressure= 80-> Temperature Alarm
[2026-06-05 20:42:45] Machine= M03, Status=RUNNING, Temp= 29, Pressure= 51-> Ok
[2026-06-05 20:42:45] Machine= M04, Status=RUNNING, Temp= 46, Pressure= 50-> CRITICAL Temperature Alarm
[2026-06-05 20:42:45] Machine= M06, Status=STOPPED, Temp= 47, Pressure= 47-> Machine Stopped
[2026-06-05 20:42:45] Machine= M04, Status=STOPPED, Temp= 22, Pressure= 58-> Machine Stopped
[2026-06-05 20:43:33] Machine= M05, Status=RUNNING, Temp= 33, Pressure= 64-> Temperature Alarm
[2026-06-05 20:43:33] Machine= M03, Status=STOPPED, Temp= 27, Pressure= 67-> Machine Stopped
[2026-06-05 20:43:33] Machine= M01, Status=STOPPED, Temp= 24, Pressure= 82-> Machine Stopped
[2026-06-05 20:43:33] Machine= M04, Status=RUNNING, Temp= 32, Pressure= 83-> Temperature Alarm
[2026-06-05 20:43:33] Machine= M05, Status=STOPPED, Temp= 27, Pressure= 81-> Machine Stopped
[2026-06-05 20:43:33] Machine= M01, Status=RUNNING, Temp= 49, Pressure= 58-> CRITICAL Temperature Alarm
[2026-06-05 20:43:33] Machine= M06, Status=STOPPED, Temp= 50, Pressure= 77-> Machine Stopped
[2026-06-05 20:43:33] Machine= M04, Status=RUNNING, Temp= 45, Pressure= 66-> CRITICAL Temperature Alarm
[2026-06-05 20:43:33] Machine= M04, Status=RUNNING, Temp= 38, Pressure= 48-> Temperature Alarm
[2026-06-05 20:43:33] Machine= M06, Status=STOPPED, Temp= 31, Pressure= 68-> Machine Stopped
[2026-06-05 20:43:33] Machine= M01, Status=STOPPED, Temp= 31, Pressure= 72-> Machine Stopped
[2026-06-05 20:43:33] Machine= M03, Status=STOPPED, Temp= 30, Pressure= 66-> Machine Stopped
[2026-06-05 20:43:33] Machine= M03, Status=RUNNING, Temp= 20, Pressure= 48-> Low Pressure
[2026-06-05 20:43:33] Machine= M03, Status=STOPPED, Temp= 38, Pressure= 90-> Machine Stopped
[2026-06-05 20:43:33] Machine= M01, Status=STOPPED, Temp= 43, Pressure= 55-> Machine Stopped
[2026-06-05 20:43:33] Machine= M01, Status=RUNNING, Temp= 35, Pressure= 40-> Temperature Alarm
[2026-06-05 20:43:33] Machine= M05, Status=STOPPED, Temp= 26, Pressure= 75-> Machine Stopped
[2026-06-05 20:43:33] Machine= M06, Status=RUNNING, Temp= 36, Pressure= 65-> Temperature Alarm
[2026-06-05 20:43:33] Machine= M04, Status=RUNNING, Temp= 39, Pressure= 44-> Temperature Alarm
[2026-06-05 20:43:33] Machine= M06, Status=RUNNING, Temp= 27, Pressure= 79-> Ok
[2026-06-05 20:44:05] Machine= M06, Status=STOPPED, Temp= 44, Pressure= 70-> Machine Stopped
[2026-06-05 20:44:05] Machine= M03, Status=STOPPED, Temp= 42, Pressure= 52-> Machine Stopped
[2026-06-05 20:44:05] Machine= M04, Status=RUNNING, Temp= 23, Pressure= 74-> Ok
[2026-06-05 20:44:05] Machine= M05, Status=RUNNING, Temp= 24, Pressure= 73-> Ok
[2026-06-05 20:44:05] Machine= M05, Status=RUNNING, Temp= 47, Pressure= 56-> CRITICAL Temperature Alarm
[2026-06-05 20:44:05] Machine= M06, Status=RUNNING, Temp= 28, Pressure= 73-> Ok
[2026-06-05 20:44:05] Machine= M03, Status=STOPPED, Temp= 46, Pressure= 75-> Machine Stopped
[2026-06-05 20:44:05] Machine= M04, Status=RUNNING, Temp= 25, Pressure= 47-> Low Pressure
[2026-06-05 20:44:05] Machine= M03, Status=RUNNING, Temp= 20, Pressure= 79-> Ok
[2026-06-05 20:44:05] Machine= M05, Status=RUNNING, Temp= 36, Pressure= 86-> Temperature Alarm
[2026-06-05 20:44:05] Machine= M04, Status=STOPPED, Temp= 30, Pressure= 73-> Machine Stopped
[2026-06-05 20:44:05] Machine= M06, Status=RUNNING, Temp= 33, Pressure= 80-> Temperature Alarm
[2026-06-05 20:44:05] Machine= M02, Status=STOPPED, Temp= 39, Pressure= 61-> Machine Stopped
[2026-06-05 20:44:05] Machine= M03, Status=RUNNING, Temp= 49, Pressure= 87-> CRITICAL Temperature Alarm
[2026-06-05 20:44:05] Machine= M04, Status=RUNNING, Temp= 47, Pressure= 86-> CRITICAL Temperature Alarm
[2026-06-05 20:44:05] Machine= M04, Status=STOPPED, Temp= 30, Pressure= 43-> Machine Stopped
[2026-06-05 20:44:05] Machine= M06, Status=STOPPED, Temp= 35, Pressure= 49-> Machine Stopped
[2026-06-05 20:44:05] Machine= M02, Status=RUNNING, Temp= 29, Pressure= 87-> Ok
[2026-06-05 20:44:05] Machine= M02, Status=STOPPED, Temp= 43, Pressure= 59-> Machine Stopped
[2026-06-05 20:44:05] Machine= M04, Status=RUNNING, Temp= 24, Pressure= 77-> Ok
[2026-06-05 20:45:46] Machine= M05, Status=RUNNING, Temp= 29, Pressure= 68-> Ok
[2026-06-05 20:45:46] Machine= M04, Status=STOPPED, Temp= 40, Pressure= 86-> Machine Stopped
[2026-06-05 20:45:46] Machine= M06, Status=RUNNING, Temp= 32, Pressure= 43-> Temperature Alarm
[2026-06-05 20:45:46] Machine= M03, Status=STOPPED, Temp= 34, Pressure= 52-> Machine Stopped
[2026-06-05 20:45:46] Machine= M06, Status=RUNNING, Temp= 48, Pressure= 57-> CRITICAL Temperature Alarm
[2026-06-05 20:45:46] Machine= M02, Status=STOPPED, Temp= 41, Pressure= 82-> Machine Stopped
[2026-06-05 20:45:46] Machine= M03, Status=RUNNING, Temp= 39, Pressure= 81-> Temperature Alarm
[2026-06-05 20:45:46] Machine= M02, Status=RUNNING, Temp= 41, Pressure= 83-> CRITICAL Temperature Alarm
